Day,Bond A Price,Bond B Price,Bond C Price,Interest Rate,Inflation Rate,GDP Growth,Risk Tolerance,Investment Horizon,Client Goal,Predicted Return A,Predicted Return B,Predicted Return C,Volatility A,Volatility B,Volatility C
115,96.54312158020241,91.46412342500844,101.42165252881884,2.4531655316768295,1.0,2.5337960610894,High,Medium,Income,0.0009816615617537507,0.0026907457241109067,0.0007478669583085799,0.004974765543046318,0.01002258149514789,0.015238674877487982
116,96.86869724919555,91.54346741930837,103.44807000749968,1.9918712699754366,1.2591362882812795,2.141644084019325,Low,Medium,Growth,0.0009342500081645997,-0.0017230891812347834,0.00023869502541091602,0.013392280553513696,0.009933897313310036,0.013628757410583545
117,96.64908798572203,91.00664929140946,104.8911868455397,1.9851795256392686,1.6979516392011926,2.6519798249480937,High,Long,Income,-0.0036028526301617237,0.00019479946555201778,0.001791589880760011,0.010462928792539688,0.008803527699735495,0.015365432731933899
118,96.98986013616,91.12744102634548,105.80329263654859,1.6727419724744377,1.357784085325211,2.4473872015950424,High,Medium,Growth,-0.0011567911768852763,-0.001670413682773872,0.0008989587327328386,0.011890501358250259,0.0062956507900117625,0.012863987450674706
119,97.62391066440858,90.10246689413087,103.27710908257232,1.98659639392821,1.6571384733325045,2.6608619628902854,Low,Short,Preservation,-0.00036897971660059567,0.001622497107714894,0.0023884153323768015,0.012323390854235552,0.00902596446382612,0.012939756825814892
120,98.60338582144087,91.11604100632876,104.702813539782,1.8774776882078692,1.4005416498652796,2.1704170187396024,Low,Medium,Growth,0.0048439492624671645,0.0017266330360222347,0.000862120255372782,0.008717444531784191,0.009953138375887845,0.015299873825551332
121,99.9779315699132,92.3232123514294,103.817874657418,2.029749198139259,1.6357614965279796,2.718309433275944,High,Long,Income,0.0031202498216080176,-0.00016111876369486171,-0.0008456184260112045,0.016772343085319982,0.006837484930790366,0.00964845160133633
122,100.88052968599368,92.36034979552939,104.62577561769213,2.1748155073895026,1.4716525283998836,2.243310531349903,Low,Short,Growth,0.0016624215288800399,-0.0036807238541352568,0.002057088045419389,0.010544726648087454,0.0116847785460111,0.01904552362985612
123,99.7893467244281,92.1056451918964,107.15452848432831,1.8498371513214733,1.4779021302385904,2.188518420851566,Medium,Medium,Growth,-0.0004507195604285232,0.0015714285260568317,-0.0018828092577708056,0.0077384245332987826,0.004997699703948604,0.018000140414008287
124,100.12644519716179,91.85540214444782,108.72438626861653,2.1483058402490336,1.4774914921349966,2.1571955367379156,Low,Short,Growth,0.00228296429691221,0.0019935239154948116,0.0011290557002262645,0.011295051865487812,0.00812034526310818,0.011256475431649635
125,100.69889275171026,92.15280810994908,110.32636161208228,1.673472919508173,1.257553480177536,2.7196704178980795,High,Long,Preservation,0.00012082077091681834,0.0018450025608803293,0.0026504708289458246,0.009863458991816015,0.006222170779741452,0.012249346332222244
126,101.82664445713147,92.83287571545742,108.53297331169834,2.1815570534679085,1.1415332504116176,2.3416390345510414,Low,Short,Preservation,-0.0007851380324599795,0.001243448076809077,-0.004038623114134067,0.005891554790125856,0.00571284149266866,0.0062771108293736885
127,100.34560961379016,93.83134745035392,109.25629104703341,2.223957494613252,1.5603471493519248,2.150152407495133,Medium,Short,Growth,-0.0004120185746378307,0.00032755712677265294,0.0033340175052441775,0.00992680974527833,0.007130809852887923,0.01551871478022888
128,100.4834720775788,93.50121160157009,111.39838786728588,2.1062313771501966,1.6992650212453873,2.8896766668031755,Low,Medium,Preservation,0.0007283101950198215,-0.0009917844937090852,0.003245539415916394,0.012610359174299141,0.005503907496054965,0.015027062033936701
129,100.2373556435026,94.52775114860034,113.10487922911443,1.9667845369402108,1.306013780123544,2.6516106105330732,Medium,Long,Income,-0.0001533640335814008,0.00010173367486799383,0.0017555102473979954,0.010914501796506056,0.00741249579501433,0.01918496046765021
130,100.68501813623644,95.40915231714507,111.8477158090358,2.1327012654873934,1.6127016766446116,2.071511625022193,Low,Long,Income,0.0011808838106551118,-0.0006809494415925849,0.003527816684947646,0.012045170563753408,0.006045850945950401,0.010768162779501145
131,99.9712949270808,95.7082696664207,111.9571216285852,1.7221961444168323,1.480772237743049,2.5496200582440287,High,Short,Growth,-0.0013889189504848465,-0.0012999209070135194,0.0006218796314426071,0.007899228215938532,0.009644537785563316,0.016765269071256403
132,98.96687372410392,96.08280650998373,112.40430839545802,2.3326202799096922,1.4086526058304196,2.2716153799677525,High,Long,Preservation,0.004413737537947911,0.0017495201665225595,0.0011207416520694047,0.007216875849088028,0.006455778900999525,0.011463455659972498
133,100.26178646295111,96.32732263116243,110.16693716580714,2.009590552715634,1.4820267453661067,2.0,Medium,Long,Income,-0.002159188692764957,0.0014319214585652917,-0.0005559751683346599,0.010572949342670982,0.00961603208966915,0.013447258538187023
134,100.70365758596306,98.09495856708006,111.09852641011659,2.011765036588164,1.5664521376245824,2.466635070722795,Medium,Medium,Income,-0.00025897935205023846,0.0015514937698015883,0.0006253992255525868,0.011947754450683513,0.0018204925080205717,0.01471985483389403
135,99.82693355234014,97.6886437286461,113.4876714942621,1.876826150381371,1.3790639510652123,2.2926464290988893,Medium,Medium,Income,0.0032482905477019684,0.000707089972570051,-0.0007571787655094013,0.00961468594133686,0.007905037847165884,0.013519487349812728
136,99.46198822037455,97.31108668297402,116.09534239844719,2.132502413871613,1.1971641999168865,2.534659798704434,Low,Long,Growth,0.002485959319993097,0.0022253445762677277,-0.0010960151714915368,0.010984846480168214,0.007520273240553726,0.012671326785962724
137,100.38985791206726,98.21842109810494,117.68819742496613,1.9673888823728836,1.458324806873309,2.402081554184744,High,Medium,Income,-0.0006186523335524896,-0.003677834225723726,5.1003388212601916e-05,0.009261158289150194,0.006097032078632506,0.016138508855957474
138,101.16742320540702,97.89876818367068,118.22876041639734,1.8964554463872383,1.6593014672278033,2.756746196351048,Low,Short,Growth,0.0005073580348964722,0.0013074311654180236,0.00331342126363122,0.01036008581491382,0.009771764668219666,0.014911554403170617
139,102.69328842929629,97.85863335726127,116.29726570108136,1.765296108485063,1.5522406649808718,2.3693345583774894,Medium,Short,Preservation,1.2269849928083344e-05,0.0008460370896704224,-0.0023086501681317617,0.007375821776049903,0.007647147822871288,0.018176451268069577
140,102.70581246552902,96.92461757687582,114.41196721501949,1.8467071324632993,1.7678697494147155,2.826191059072845,Low,Medium,Preservation,-0.0007896803297444894,0.0032248344774762233,0.000724923650426001,0.018226393713560066,0.007080753142817911,0.015147358218493808
141,101.91269699563466,97.04657266413493,116.87837891007425,1.5239392936943341,1.2851459590947703,2.826730023417247,High,Short,Preservation,0.0001823943931965858,0.00230144731374996,0.0006297399691032161,0.007645293912356773,0.008870934613306378,0.017371420121261208
142,101.06447311269498,96.73834807663319,116.11794020581613,1.9432613107465626,1.3942977634414258,2.3574016643268236,High,Short,Growth,0.0011815066551383248,0.00015389589928746768,0.0013573641055378573,0.00681180950536484,0.009606465473779057,0.017047625653181766
143,100.75309776339239,95.41737184411626,112.2084949951502,1.5620088965678312,1.941819136387403,2.3649177791568485,High,Long,Income,0.0024998975415429854,0.0020434592158417348,0.0024521439448655924,0.007834924489621902,0.005555830747212103,0.016421720395640826
144,100.4647142670988,96.04019074046337,111.60235601258812,2.2503079288591192,1.150460394369209,2.6932701363425746,Medium,Short,Growth,0.00192029235888033,0.00013561832927494835,-0.0022806795623672347,0.007729905315913762,0.009385726530561387,0.013477878629288557
145,99.4036280045507,95.14414731312847,110.87362604165367,2.183906523753595,1.6933789401913066,3.0,High,Medium,Growth,-0.0016332956850698757,0.0026092911539514854,0.00020385778811212308,0.009391389908060831,0.012020741947402892,0.014243431421705453
146,100.18522208501523,95.00812074684379,107.38725045202357,2.193782008400368,1.4795488759028042,2.424226582091694,Low,Short,Preservation,-0.0006390457778597716,-0.0005595687959065675,0.0035812295653294946,0.009357242407052388,0.008480647067824693,0.012608557102931893
147,98.93798756779258,95.26716156289295,108.81044066867219,2.1620939853946277,1.821141816531055,2.9878478423541353,Low,Medium,Growth,0.0027582115666843943,4.368577417018674e-05,-0.0028879692440384216,0.009507516004635848,0.007276484990173638,0.011951419773481577
148,101.77331903544204,95.39755454916411,109.39875356462109,1.9700508530406664,1.7219723428871165,2.382440521267966,High,Long,Preservation,0.0022414678103814516,0.0007261641769064644,-0.004762906815511038,0.005808384713940615,0.007499294686959432,0.010718265358079654
149,102.03362225227676,96.00209029759647,111.2178636746879,1.9809544684022955,1.9203386265119706,2.6987514714335394,Medium,Medium,Preservation,-0.0005503331067767292,0.0015968345737210517,-0.0011930075383657307,0.011288216687525774,0.009362283471695224,0.012118399207013542
150,102.80391468117095,96.47506064372725,109.83979216508571,1.9316976643369057,1.5837994371488913,2.7926092290072453,Low,Short,Growth,0.002971703007707857,0.001641167493199974,0.0004887740477841406,0.010993949727260862,0.008454622027433308,0.014825832226549226
151,103.18525032707711,95.10093366829052,111.53810718605611,2.1471698153776346,1.7371061866445388,2.372574241163304,High,Short,Income,0.0009779059609720195,-0.0008579205136587614,-0.000541378397100672,0.012175702023222101,0.0096790548648286,0.019856174603344462
152,104.2609095518291,94.27882907323048,112.32996953965593,1.8118636766011125,1.3908788720483294,2.5715067287050677,High,Medium,Income,-0.0034548454904795513,-0.000928271224424927,0.0030496254737903,0.009948458505828806,0.004696647468748731,0.018278125357995795
153,104.09579840303446,95.03743018907268,113.13081057029905,2.099390416149309,1.615953493925061,2.47413921536152,High,Short,Income,0.003938603011505434,0.0002470509068054921,0.0017765352090350663,0.0074525611515530495,0.007943600761392687,0.014699932965521158
154,103.30297212722911,95.33699640896292,115.3822812319984,1.7851352921752661,1.4683624204440773,2.0,Medium,Medium,Preservation,0.0034516555511939244,0.00023494108092623635,-0.0009135252701173254,0.00806851581780328,0.008056017586602774,0.01413822083022644
155,103.44172544014621,95.25690193699295,117.063224023938,2.017913196832864,1.7852797506289821,2.5369208227226183,Low,Medium,Growth,0.00018994800099377852,0.00465699814214546,0.003814399320840505,0.011301744755460662,0.0095757580794332,0.008056504838138311
156,102.0519145844668,95.81011889244971,118.3738329463284,1.6559789083802643,1.9074981817415029,2.743115807269525,Medium,Short,Preservation,0.0006402910709757633,7.793608771334263e-05,-0.00010120207537630535,0.005678402517691733,0.003498164487752746,0.010767534896982846
157,102.58415835174222,95.56511646598102,119.24061741983635,1.8092363574311405,1.3838430988403685,2.7251397775584163,Medium,Short,Income,0.00024700398409256143,-0.003303913050508872,-0.0013393441134498612,0.005935402098948454,0.008351454779196613,0.02057465710476341
158,101.9598920829988,96.77835111135832,118.50735108894035,1.9434088405282821,1.3484674209359309,2.6440959223071023,Low,Medium,Growth,-0.0011937756260370933,-0.0008267431435890382,0.0004731013298612075,0.008511024106230768,0.008609474498831728,0.023137828515103633
159,101.12335146744658,95.23420441512734,115.50239673701886,1.7669221772562753,1.4167150844057743,2.5835065009574336,Low,Medium,Income,-0.0003049235998401525,0.005642924000313551,-0.002090269366673427,0.007224572691860375,0.007367291208521705,0.017923463855243366
160,101.8664124417587,95.63199687583179,114.20856021275044,1.9513061215166891,1.5771692963500383,2.716300226997773,Low,Short,Preservation,0.0010138766312503726,0.0034315565979915886,0.002343034404360112,0.004822763652372809,0.009596271881614011,0.01718232446971415
161,100.11134181075337,94.73445234601208,114.41288943158453,2.116704117898292,1.5176370059465127,2.260077358377734,Low,Short,Growth,-0.002189350587612488,0.0018378510271995605,0.00016146136315655984,0.011758858003434838,0.004859206912285482,0.01417687601297548
162,99.20190136387913,93.90596703086158,112.92292671477225,2.2772030122276607,1.4223598256199972,2.6293739035098964,Low,Medium,Growth,0.002645097575454957,0.0009040941349772202,-0.0009326358515780866,0.009903416416601805,0.0059198619236748885,0.011540588956123018
163,100.06883821318145,94.10559218894868,116.27361622117452,2.17513657479573,1.768783078942808,2.5981439125664347,High,Long,Preservation,0.001182344160303835,-0.0028896264137856418,0.0007830647712051457,0.007649501420818765,0.0071918140091401595,0.016172611679267097
164,100.45877534835134,94.50128423600697,117.33262513047316,1.7197805546205263,1.0810900292936172,2.8202384349383416,High,Medium,Preservation,-0.003661735733713667,-0.002447311231583766,0.0019258033341373057,0.00959570185283113,0.007801024308131365,0.015620924718416525
165,99.85853916357759,95.15849186690805,114.21200685074592,1.8461665347470042,1.9574946536999969,2.3624005266547132,Low,Medium,Growth,0.0005942570015067625,0.001742765102529825,0.00436157073822862,0.011310906076937527,0.010608903858433915,0.012306612908887758
166,100.46573485740377,94.82552368572217,114.82365536468212,1.6783928987808205,1.3308496718822393,2.191465009289277,Medium,Long,Growth,0.0028060292772785394,3.3157853969507543e-06,0.0006653785928493632,0.010573986109057782,0.006188816159052556,0.010838588612677265
167,100.05039588199561,94.26059587155905,113.75832142570896,2.0378306363284127,1.1718384980325116,2.3105413177132106,Low,Medium,Income,0.00016100995623306353,0.005052519213229318,-0.0029089187436097974,0.013771914401560928,0.00804043081491246,0.016349631956447324
168,101.19176197856292,94.0516641841169,114.3562463172083,1.675916737869514,1.2736749274446295,2.5092515265369286,Medium,Long,Income,0.003411733651694495,0.000370767718675382,0.0005356674350870506,0.008441530490472894,0.0065713857584915394,0.009412000913405546
169,103.07577949391012,94.34430123763265,114.16228010018749,1.5,1.8227511691802851,2.8833722476046533,High,Long,Income,-0.0001531692477843077,0.0023455537587518263,0.004051043660239153,0.009410440372557425,0.007422878401556967,0.00887116810842912
170,102.22184812935012,94.58112426128346,112.56578398302634,2.0090326157754257,1.2401566882743575,2.6242711702268484,Medium,Long,Growth,0.0031659084036418706,0.0003510085250214271,0.00047231080655945983,0.010083631688186483,0.009594763777291682,0.014623667607287366
171,103.46315352870003,94.05826077486752,113.7879768308216,1.765840490141732,1.535273507906946,2.3771637266562857,High,Medium,Preservation,-0.000833472496226451,-0.004623996418742072,-1.6375734128321615e-05,0.0053034444229437235,0.006738984458977081,0.007644048847321432
172,103.51742629396935,94.789373740749,112.96078029606075,1.885197762933867,1.6154943687474914,2.474736054307699,Low,Short,Growth,-0.0032308143322313443,0.0010417622106966616,-0.0027581410824966024,0.011951242423320286,0.009751804535867067,0.011780425975542757
173,103.87149707659118,94.35010227185151,116.15732215402743,2.281653692838135,1.4076611120058968,2.4481086196149984,Medium,Long,Preservation,0.0011609405266012254,-0.0006484805734342279,0.003924092247823511,0.012456532731683798,0.008795462530711005,0.020620258849627628
174,104.97276550246846,94.43701337255284,116.33624394208236,2.463829406227841,1.5261919611925132,2.3112694205079367,Medium,Medium,Preservation,0.0028195146105830897,-0.001609080293446112,-0.001382283875792993,0.009147427540210114,0.005494451534035089,0.012339437888771709
175,104.0280216682497,95.91312264724203,118.04043629723726,1.904212969732822,1.5666737448833863,2.0,High,Short,Growth,-0.002828864446732491,0.002990673255369142,-0.0008295814651173037,0.010545149383202616,0.007686931150989653,0.016895283754500848
176,104.75625877730388,95.65972248799909,121.08856281527927,1.6920741909526036,1.3024246240959743,2.1817811771917293,Low,Short,Income,-0.0007730136575162542,0.0008596491246159431,0.0007911747001080571,0.007610409843704483,0.006101646922352407,0.018286991123288316
177,105.46484298613333,95.17135517543542,120.4547279176653,1.7196018200455567,1.662027628683659,2.15138223267165,Low,Long,Preservation,0.0008944084881559739,0.0007247392043484252,0.0024028221545200124,0.013439729283001755,0.007222083212934627,0.01238733468089888
178,105.82436328270576,94.433913122204,120.90944789400353,2.1602074951067802,1.626244231493972,3.0,Low,Short,Preservation,0.002802209427221308,0.0016747212952528522,0.000234459176977104,0.011385890844921333,0.008400992304460689,0.015164773724972287
179,104.95023463885244,95.57748726521594,120.68189816587642,1.9151735858832537,1.6234468538628966,2.5788431990937206,Low,Long,Income,0.002115681141601056,-0.0022038846245547327,-0.0037300089232618974,0.005814498083930636,0.005208363226571757,0.01245999922071305
180,104.11190641767189,95.05702219316109,121.7853063695532,2.5737378403346387,1.259886892449248,2.3674990282292114,Medium,Long,Preservation,0.0017506800271875438,-0.0007902121613299273,0.00048341438648954576,0.009074436513193965,0.008280841317467202,0.020062925462042795
181,104.4015318486922,96.04324939660047,122.4795241384982,2.229713562585143,1.695314276302311,2.8859284260705325,Medium,Short,Income,0.0026207804449833237,0.00030796776302206185,0.002452069243749469,0.012110108499889449,0.009320004064828465,0.0054265017376178195
182,104.4653497238709,96.5297669678912,121.00023568166901,1.909416554159677,1.3737982919368443,2.629106334077907,High,Short,Growth,0.005289366262787285,0.002359341351122289,-0.0029237624666148677,0.0035564436008304725,0.005282686229605009,0.011649656713167303
183,104.2388079895724,95.158518414115,122.41475978556166,1.9911569618675922,1.7674880209005481,2.0316419710715783,Low,Medium,Income,0.0005573952324071707,-0.0012888323144048868,0.002348196153323524,0.010063567706668913,0.009378300558762678,0.015473990076193139
184,104.38401558532576,95.21817524706242,125.40856576989421,2.057061347296832,1.6030989903303392,2.5712602155174116,Low,Short,Preservation,0.0010915163297287953,-0.0026720895669653947,0.0024637683925489776,0.01488105773604324,0.005652695243510029,0.01615095030390223
185,105.68478993036108,95.5303844785043,125.60636330631388,1.8730445734306191,1.6204155653193846,2.178749423605018,High,Medium,Income,5.5893468873013876e-05,0.0029957599315740924,-0.0008131815917553732,0.009717671473388619,0.007285658481945468,0.02205365716556531
186,106.3562705816095,95.09196880041286,128.15780558360132,1.8001905145045636,1.4214928881553692,2.719409581471245,Low,Medium,Income,-0.000603630663245491,-0.001653792198310302,-0.0020069839027785238,0.010209660189351223,0.008566769687077874,0.01826731898319403
187,106.68277508614472,94.62431482808026,127.34999946826947,1.9614287600738256,1.4975972663056327,2.564803692356929,High,Medium,Growth,0.00031606892725364244,0.0020959880240345036,-0.000377018133987296,0.008646448261620844,0.008365608226400248,0.014148140491544796
188,104.76684327062313,95.58486457323572,127.94827723882463,1.96808735353776,1.3425368742301622,2.592785284753346,Low,Medium,Income,0.002626301724588295,0.0008795427900427676,0.0009357176154718565,0.007431962874261999,0.008263689188754674,0.017415808800632756
189,104.02032979934816,94.45582288265092,127.82957758226691,1.8704638586618143,1.2926074813178352,2.0,Medium,Medium,Preservation,0.0005937693742858965,-0.002062596325654009,-0.001976777374168874,0.004833618222953407,0.005196752926485645,0.01992163889374436
190,105.22862521370955,93.93332643666743,130.55119164375407,1.7425189927581517,1.1954316740556188,2.1292527518793474,Low,Short,Growth,0.0016213040904840099,0.00030750157668869914,0.0005986987681413934,0.011278492569296231,0.008530604022478816,0.012048764694251002
191,105.37982828169751,95.11381698234743,132.11827939099567,1.9621741921318365,1.8447715816901122,2.5757965083784895,Low,Short,Growth,0.0028507701798332757,-0.0016194159985339093,0.0008070360042426764,0.007311536229067783,0.008498426460497845,0.015745284325709697
192,106.0161018723306,94.1370012730186,135.36581779921642,1.7120722992502935,1.5112530787730645,2.6417443826339526,High,Medium,Preservation,0.0012691339415152342,0.0012075156268367634,0.002790585091156275,0.008537079476390043,0.004968315079323991,0.015736923774595055
193,106.53478347793164,94.01053759795087,136.96786706643675,2.0734072876876937,1.5380261327362121,3.0,Low,Long,Preservation,-0.0011654959122340206,-0.0030869018693687766,0.0033493158465373427,0.0064582242021520315,0.007257572467942225,0.01668670495062662
194,106.70927200068859,93.09293954457345,138.84945967245517,1.9093610816774291,1.2478533876798692,2.9008288132914806,Medium,Short,Preservation,0.0011905971346994862,-0.001883816753606351,0.0004935385634329419,0.010264745502821096,0.007602212264124894,0.016910461391125738
195,104.89686141604243,92.45068305855386,141.2472741742055,1.759035017605244,1.3482059871657859,2.721999015507984,Low,Medium,Income,0.0038808598290837495,0.0009049048607231494,0.000894335023073803,0.013185301420662942,0.009302496240573735,0.013515666227419829
196,101.41491357896105,92.99156999733837,138.28579283677732,2.037309900535868,1.651304324319248,2.4848016437441824,Low,Long,Income,-0.0004476779938107008,0.0004887677742274994,7.490415826236782e-05,0.005377806822945031,0.008252606659991323,0.013173961695025284
197,100.98506806958139,93.4401300147623,140.69421357227182,2.0050160566536808,1.2200912203131549,2.703243526468733,High,Medium,Preservation,0.004218721333889145,0.0003418857438415777,0.0009069654668931124,0.009036941096365419,0.007472814520293676,0.02225831059723705
198,103.62226757856284,94.52669459660234,139.17429624063737,2.17056616668491,1.770887295477322,2.1549144631948605,High,Short,Preservation,0.0018292922179482605,-0.0002319723050976219,0.0017955967432663157,0.009116372272990675,0.0077072990742873305,0.01386261669633326
199,103.88042759569605,93.0147630735626,137.84851553350106,2.3038226774214956,1.3867546738981038,2.125022142951362,High,Long,Preservation,0.0020748002730383453,0.0011476453251000435,-0.0019324019160499835,0.007367753491145929,0.008422202362995769,0.01415084395143906
200,104.1610478137841,93.91831593526499,138.4986389378258,1.5,1.5434821686807494,2.102527533993433,Low,Medium,Growth,-0.001423500477480398,0.0017318310844593955,-0.0005833175993196197,0.011581216404079952,0.007234560491393894,0.0163701107304106
201,104.05650439732298,94.83627147831949,136.73654766861912,2.1817763671801234,1.4400342625959133,3.0,Low,Short,Preservation,2.541589976646515e-05,-0.0015556473107674537,-0.0005249747977856036,0.008135550589758338,0.009296261594740307,0.0189804570933216
202,104.51778940810497,92.9124072630633,137.59735400062723,1.7091647874735143,1.8802793662492328,2.1058458495219057,High,Long,Income,-0.0007485968613360581,4.345114188478269e-05,-0.0009521235703714002,0.010056139513816592,0.007217781371691743,0.005560698159139029
203,104.27234984727204,92.41084089057615,137.30661147591766,2.1312958613760986,1.0826021357544398,2.301015042093551,Low,Short,Preservation,0.00217464044858568,0.0005370757784183807,-0.0008073944840016307,0.010943629035881124,0.010443502215131626,0.016955777392560822
204,104.54086946526873,92.94823959347242,141.317549885296,2.4583772193445217,1.3741906069504035,2.63886250823705,Low,Short,Preservation,0.0006038194015686246,-0.001000768490230309,0.003025606458632964,0.00830068199780745,0.010777436055609982,0.02041963168323215
205,104.08597716688794,93.00759105375934,143.77912129041272,1.8990253168548896,1.4567063307423227,2.668370648513713,Low,Short,Preservation,-0.0016767390677319039,-0.00023648508265813423,0.0020616067633110816,0.00961410090190757,0.008490098673363087,0.01598956905752979
206,102.82942044525073,93.10069475296181,140.4855541695282,1.714479620550411,1.4382130674935316,2.7770990849745196,Low,Long,Income,0.0012119275524879937,-0.0006175047046169733,-0.0004874056138881171,0.011520760334004412,0.008358666792377506,0.012798773875294212
207,100.49742641158842,93.71265747078951,142.29015968964805,2.063793728132182,1.855611002684598,2.025126742801732,Medium,Short,Preservation,0.0018679451357275065,0.003525129702699122,-0.001239186957064114,0.005093234696115341,0.012336937915718781,0.014833778968531344
208,102.7001814598645,94.07258095688911,141.9309639746299,1.9622815936977465,1.6878596173770184,2.41107707805633,High,Medium,Income,-0.0016187347988567352,-0.0009805419718132873,0.00038002392624371406,0.007893714220420381,0.006071770184602763,0.01497133987580267
209,103.80592908642048,94.24592890593841,141.63057242490055,1.707167061700765,1.5814580921587924,2.6409887086207453,Low,Long,Income,0.0032197045827305902,-0.0011582782399857706,0.000446007349158609,0.005333829725904613,0.00585047539465206,0.014600941901291306
210,102.74793077145945,95.25204882902804,140.24281031821863,1.8318233470029501,1.4330588985919002,2.5012051212098205,Low,Long,Preservation,0.0017494925512039048,-0.0036343850223201843,0.004055289161476134,0.004597769570243604,0.009249605371062734,0.012810976354775742
211,101.16779572617475,95.95175376447014,143.51695324022947,2.00987299403285,1.7968625993126908,2.4799406107908015,Low,Long,Preservation,0.0011880293238616972,-0.0007571849715023681,-0.0008759165214821209,0.006955949697051193,0.009549992888982577,0.02048068465830841
212,100.79272816631305,95.65670549044354,143.90755864897918,2.157154888144262,1.6215342982183774,2.5636553768742787,Low,Short,Preservation,0.0008019780622857501,-0.001005097182108997,-9.665761713290488e-06,0.015171248521168544,0.006565655664635551,0.004742447425571852
213,100.64445302453107,95.7064841044158,141.61535633076667,2.1308961706344856,1.5144112950278443,2.623206711557115,Low,Medium,Growth,0.0028367995735674367,-0.0018218946272614044,-0.0005141609533239171,0.0029747542415046405,0.010455930885712277,0.009811605572046727
214,100.60460408275928,94.69854695530367,142.8041957673932,1.915709503951504,1.2297811880453882,2.2141238968313193,High,Medium,Growth,-0.001057165703641478,-0.00010450937634024204,-0.002640256282648997,0.008790320866094674,0.006847453590281122,0.020401986023265494
215,101.12808477676914,95.55973459805112,147.40863826898658,2.1314185866744713,1.7288528392931695,2.949656023444016,Low,Medium,Growth,0.0006721068785422119,-0.002395352028964432,0.0002528886084148496,0.009989516641827305,0.011008664227893806,0.013784589510669382
216,101.6853404064042,95.74668452701067,146.03593960824014,1.9037576002641645,1.5003591082947445,2.5608370335363317,High,Medium,Preservation,-0.0017838336951327008,0.0020398275346769942,-0.0002707329922098336,0.007405508395776595,0.00805022311825577,0.006765930673288812
217,101.87334706106672,96.47432775435671,145.4097611463402,2.482423978558732,1.553821122226781,2.6719770658677953,Low,Short,Growth,0.004327413051462186,0.0009739245177232388,-0.0012921247651623063,0.00990031423888851,0.007469574431662506,0.016245728880843996
218,102.60530767484079,97.03550053390126,145.30436997916942,1.8708047725899482,1.726415712867935,2.571019572330558,Low,Long,Growth,0.0016186087619339594,-0.002316536026438232,-0.0017868835234329957,0.011972997038832643,0.007479299802848255,0.0167958230978639
219,102.36080934630476,96.95470886482686,148.2782685245167,1.7016871098757809,1.633501881862596,2.0,Medium,Medium,Growth,0.001435247212236851,-0.00024446550231982427,-0.0019490248323138855,0.010873637240563522,0.00907136650613824,0.016395355608890307
220,102.13231069017706,97.43593743964928,147.67881562441298,2.237951249413286,1.4835853361221023,2.964828162011444,High,Short,Preservation,0.0004248556715980617,0.00034954577415415754,-0.0012640165915825366,0.005689549937568583,0.006968016635133932,0.010586319613669007
221,100.7335956401716,97.77186239855646,148.6429126399323,2.099150218949614,1.597593157164067,2.5093776687365374,High,Short,Growth,0.001883988845778855,0.0011249204763080713,-0.0008923045401453047,0.008374328224683007,0.007143490174207023,0.01796512367924662
222,100.70852107699454,98.97067314296162,149.75580887467177,2.1649616663804836,1.5052904649142682,2.7832644912105198,High,Medium,Income,0.0024730535069622758,0.0007805516421057595,-0.0026387743299436926,0.008591073037506801,0.00778831221835978,0.012599635221041234
223,100.00310089506728,98.01923027871555,149.78605661084634,2.085281733813753,1.1098989015095,2.806029920010659,High,Medium,Income,-0.000578942282286843,7.585838159430768e-05,0.0011748098126129496,0.004669488256358742,0.00908685745631921,0.01103459346862605
224,99.70586209445386,97.8455296572258,153.1354108357877,1.7773813397900233,1.095770200256776,2.398094236749772,Medium,Long,Preservation,0.0015501864585132936,-0.004121420208829843,0.0007527128468925674,0.012249614736753053,0.0072858399898999265,0.018516659712418275
225,99.96339496769407,96.97792143929652,152.00599838078068,2.151837681034788,1.3255573582924725,2.478961634862298,High,Long,Growth,-0.0004478787942108467,0.0013551610740200077,0.0017623674608571102,0.010624326337751644,0.009452302595124792,0.01118338532095802
226,98.90618262243599,98.57582849622601,152.58445509363546,1.9356606923674504,1.3929942065826344,2.5839207688758963,Low,Medium,Preservation,-0.0038345195001449335,0.00224014014909195,0.0028677634194667536,0.002390280929638335,0.00951813207448339,0.002495002317258391
227,96.85364113167427,98.35497360022325,155.97379973354367,2.0732429496929554,1.2810031619315616,2.8334099330948073,Medium,Medium,Income,0.0025640935881196527,-0.002442408368820379,0.00018104247234804248,0.0035067563153409953,0.007385045643227832,0.012347650016825227
228,97.57011091342369,98.40265274299263,157.32934163407265,2.3375784690748818,1.817265094215508,2.1738897651129085,Medium,Long,Income,-0.0022517317469896514,0.0009772072584796404,0.0005930578491566455,0.006034884416161646,0.006580303344323653,0.022326152192527884
229,97.55482065222358,99.13451101198987,158.48295111364547,1.8411331736639014,1.0,2.5398140714696633,Low,Medium,Growth,-0.00040616613437647285,0.00423635518460601,0.0003788335296659514,0.016076446433808428,0.008927238309750547,0.012064813824762355
230,97.13900287994454,98.52155355481223,156.79634618224702,2.2563172531623366,1.3399836482085006,3.0,Medium,Long,Growth,-0.0008948640364970476,0.0016965085950537645,0.0011166449001436204,0.009225429654411645,0.0077612293491923215,0.016147880123228014
